Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	translate	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/Observation-RespiratoryRateExample2.json	1196	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12	7	0	0	0	0	0	0	0
fsh-generated/resources/Observation-ShortnessOfBreathExample.json	1234	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12	6	0	0	0	0	0	0	0
fsh-generated/resources/Observation-ShoulderPainExample.json	1227	2	0	0	0	0	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	12	6	0	0	0	0	0	0	0
fsh-generated/resources/Observation-StoolScoreExample.json	504	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9	5	0	0	0	0	0	0	0
fsh-generated/resources/Observation-example-holter-afib.json	882	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11	6	0	0	0	0	0	0	0
fsh-generated/resources/Observation-example-holter-sv.json	510	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	5	0	0	0	0	0	0	0
fsh-generated/resources/Organization-Organization-UZL.json	88	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	0	0
fsh-generated/resources/Patient-Patient-123.json	3609	2	0	0	0	0	0	0	0	354	0	0	0	0	0	0	0	0	0	0	0	19	20	0	0	0	0	0	0	0
fsh-generated/resources/PractitionerRole-PractitionerRole-16500.json	849	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11	7	0	0	0	0	0	0	0
fsh-generated/resources/Questionnaire-AzacitidineV1.json	36439	5	0	0	0	0	0	0	4	84	0	0	0	0	0	0	0	0	0	0	0	190	122	0	0	0	0	4	0	0
fsh-generated/resources/Questionnaire-BortezomibV1.json	35598	5	0	0	0	0	0	0	4	29	0	0	0	0	0	0	0	1	0	0	0	209	160	0	0	0	0	4	0	1
fsh-generated/resources/Questionnaire-DaratumumabV1.json	33885	6	0	0	0	0	0	0	3	27	0	0	0	0	0	0	0	0	0	0	0	177	106	0	0	0	0	4	0	0
fsh-generated/resources/Questionnaire-FulvestrantV1.json	28718	4	0	0	0	0	0	0	3	23	0	0	0	0	0	0	0	0	0	0	0	146	91	0	0	1	0	3	0	0
fsh-generated/resources/Questionnaire-OPATContinuInfuusV1.json	56012	6	0	0	0	0	0	0	6	39	0	0	0	0	0	0	0	0	0	0	0	259	171	0	0	0	0	6	0	1
fsh-generated/resources/Questionnaire-OPATKortIVV1.json	54447	5	0	0	0	0	0	0	5	159	0	0	0	0	0	0	0	1	0	0	0	250	149	0	0	0	0	5	0	1
fsh-generated/resources/Questionnaire-TrastuzumabV1.json	41865	3	0	0	0	0	0	0	4	28	0	0	0	0	0	0	0	0	0	0	0	237	117	0	0	0	0	5	0	0
fsh-generated/resources/Questionnaire-homehosp-q-onco-definitions.json	79278	7	0	0	0	0	0	0	5	55	0	0	0	0	0	0	0	0	0	0	0	260	157	0	0	0	0	7	0	1
fsh-generated/resources/Questionnaire-homehosp-q-opat-definitions.json	100350	7	0	0	0	0	0	0	7	46	0	0	0	0	0	0	0	0	0	0	0	326	280	0	0	0	0	8	0	1
fsh-generated/resources/QuestionnaireResponse-AzacitidineV1response.json	11422	2	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	98	30	0	0	0	0	0	0	0
fsh-generated/resources/QuestionnaireResponse-OPATContinuInfuusV1response.json	13471	5	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	1	0	0	0	122	30	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-appetite-observation.json	1271	1	0	40	1	0	0	0	1	34	0	0	1	0	0	0	0	0	0	0	0	181	1476	0	0	0	0	6	0	1
fsh-generated/resources/StructureDefinition-bladder-continence-observation.json	1291	1	0	37	0	0	0	0	0	19	0	0	0	0	0	0	0	1	0	0	0	171	725	0	0	0	0	5	0	1
fsh-generated/resources/StructureDefinition-clinical-note-observation.json	1055	0	0	33	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	179	571	0	0	0	0	6	0	1
fsh-generated/resources/StructureDefinition-drain-fluid-observation.json	1548	1	0	34	0	0	0	0	0	23	0	0	0	0	0	0	0	1	0	0	0	191	728	0	0	0	0	6	1	0
fsh-generated/resources/StructureDefinition-holter-diagnostic-report.json	1751	1	0	20	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	113	375	0	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-holter-observation.json	3156	1	0	32	0	0	0	0	0	30	0	0	0	0	0	0	0	1	0	0	0	209	720	0	0	0	0	8	0	1
fsh-generated/resources/StructureDefinition-homehosp-encounter-lm.json	10052	1	0	22	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	114	192	0	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-homehosp-encounter.json	3031	1	0	32	4	0	0	0	0	26	0	0	0	0	0	0	0	1	0	0	0	228	405	0	0	0	0	6	0	1
fsh-generated/resources/StructureDefinition-homehosp-onco-azacitidine.json	1411	1	0	31	3	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	223	477	0	0	0	0	6	0	1
fsh-generated/resources/StructureDefinition-homehosp-onco-bortezomib.json	1407	0	0	30	4	0	0	0	0	19	0	0	1	0	0	0	0	1	0	0	0	184	501	0	0	0	0	6	0	1
fsh-generated/resources/StructureDefinition-homehosp-onco-daratumumab.json	1436	1	0	30	2	0	0	0	0	19	0	0	0	0	0	0	0	1	0	1	0	183	345	0	0	0	0	6	0	1
fsh-generated/resources/StructureDefinition-homehosp-onco-fulvestrant.json	1405	0	0	27	2	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	184	371	0	0	0	0	6	1	1
fsh-generated/resources/StructureDefinition-homehosp-onco-trastuzumab.json	1429	1	0	29	2	0	0	0	0	13	0	0	0	0	0	0	0	1	0	0	0	182	325	0	0	0	0	6	0	1
fsh-generated/resources/StructureDefinition-homehosp-opat-continuous-infusion.json	1496	1	0	30	2	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	185	309	0	0	0	0	7	0	0
fsh-generated/resources/StructureDefinition-homehosp-opat-short-iv.json	1433	0	0	29	2	0	0	0	0	17	0	0	0	0	0	0	0	1	0	0	0	185	503	0	0	0	0	8	0	1
fsh-generated/resources/StructureDefinition-homehosp-questionnaire-response-lm.json	12708	2	0	20	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	149	335	0	0	0	0	5	0	1
fsh-generated/resources/StructureDefinition-homehosp-questionnaire-response.json	2786	0	0	16	2	0	0	0	0	18	0	0	0	0	0	0	0	1	0	0	0	121	358	0	0	0	0	5	0	0
fsh-generated/resources/StructureDefinition-nausea-observation.json	1254	1	0	83	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	168	410	0	0	0	0	8	0	1
fsh-generated/resources/StructureDefinition-onco-azacitidine-questionnaire.json	24236	2	0	31	0	0	0	0	0	28	0	0	1	0	0	0	0	1	0	0	0	287	523	0	0	0	0	8	0	0
